,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18
Mel JuSo,-0.03496337,-1.1510007,-0.070291094,-1.750449,-0.25645858,-0.12570496,1.291858,0.16762918,0.027946629,-0.09551908,0.29248503,0.3793825,-1.5599465,0.8835449,-0.39635393,-0.23468345,-0.98932046,-0.11106456,-0.023233667
SK-N-DZ,-0.4680856,0.18455133,-0.22794971,0.35865822,0.8614155,0.44802737,1.4595082,1.2230542,0.6533592,-1.8425448,0.121896416,0.551086,-0.4025503,-0.1562615,-0.743248,0.62710506,-0.6268335,0.62171084,0.31362933
Capan-2,-0.09287554,0.32980198,-0.2712192,0.3195543,0.095135614,1.0006627,-0.4211824,-0.6271626,-0.18757841,0.4998766,-1.4731935,-0.79702675,0.63301986,-0.7641796,-1.1682744,0.33645448,-0.3433298,0.33207574,-0.3543765
KMS-11,-0.2599813,0.68090063,0.6217492,-0.34859473,0.7566712,1.7312193,0.7662479,1.3337095,-0.659711,-2.7337565,-0.11502066,1.7562292,0.9900594,-0.7910154,-0.7343861,2.8054638,-1.6806715,-0.72282225,-0.2007848
SNU-761,0.62936676,-0.40873662,-0.6691265,0.123268515,0.06300016,-0.5348568,0.6432333,-0.18563282,0.1733788,0.9878304,-0.5828791,-1.5470865,-0.896667,0.45378274,-0.25007275,-0.60677946,0.6344676,0.6925769,0.026669227
SNU-620,1.0094528,2.3769345,0.38460705,3.5389748,-0.11089535,-0.7806597,-1.720881,-0.8225546,-0.33651692,2.3117652,-1.2671404,-2.2816648,0.9395002,-0.4417924,-0.82961875,-0.15684736,1.9981352,0.98344815,0.080406085
LN-229,-0.21966632,-1.2340126,0.22077385,-1.4185461,-0.24177963,-0.76064456,1.4853082,0.32976884,0.023206629,-0.09021658,0.5334756,0.11555883,-1.4250312,0.4876763,-0.4848231,-0.25791648,-0.34928113,-0.21996479,0.3236481
SNU-81,1.1691471,2.587255,0.040439904,3.2528486,0.4822085,-0.87567735,-1.8007216,-0.7803094,-0.39810306,2.3410523,-1.4420704,-2.6429536,1.3401108,-0.35713366,-0.49548817,-0.74634206,2.259457,1.3257561,0.0679978
NCI-H209,0.58369434,2.2487047,0.24539438,4.131,1.658,-1.3015835,0.19990382,0.8422066,2.3748713,-0.044372648,0.34207588,-1.7382619,0.67024016,-0.11384381,0.10608533,-0.7054623,2.001222,1.3516015,-0.39534184
COR-L51,1.1818848,2.8838968,-0.04724002,5.1954556,1.6410391,-2.4462013,-0.11409104,0.346013,2.957693,0.83344793,0.42053762,-2.8264742,0.43366778,0.08385131,0.48767304,-1.4121094,3.1100874,1.8828914,-0.54775053
COLO 684,0.9916188,1.7678721,-0.5541648,3.0299606,1.167689,-1.1570039,0.25364232,0.6762815,1.8435535,-0.07889953,0.22051437,-1.8522823,0.029595774,-0.10834926,0.30202785,-0.6210831,2.0809324,1.4865503,-0.3680106
Malme-3M,-0.1849944,-1.2380307,-0.003283225,-1.8462324,0.19210123,-0.6754298,1.3132918,-0.034207262,0.06853631,0.539731,0.25534996,-0.24942452,-2.0605626,0.79009354,-0.42882225,-1.0749228,-0.39348388,-0.1006204,0.354798
ChaGo-K-1,0.1282841,1.0655837,0.25937185,1.4205289,0.028745294,-0.27412352,-0.8119283,-0.750662,-0.18219079,0.5908098,-0.7303285,-0.95772064,0.24731313,-0.25939855,0.09660441,-0.3355274,1.0269915,-0.02418919,0.2591572
CMK-11-5,1.5098,1.194734,0.8242148,0.90491295,-0.1766792,2.322536,-0.8499955,-0.06560883,-2.005824,-1.6809366,0.30371976,0.3033715,1.402214,-0.3249888,1.138546,3.0410664,0.06691399,0.19217253,-0.4683343
NCI-H1666,-0.51063865,0.32722735,0.4425127,0.38723448,0.14812262,-0.083588436,-0.39863122,-1.0067424,-1.1421196,0.44237387,-1.3181777,-1.0455399,0.52541,-0.6051443,-0.61381406,-0.5247299,0.8345599,-0.8743304,0.50186783
RERF-LC-Ad2,-0.2920571,0.033912286,-0.22497919,0.29743236,0.3186486,0.059357762,-0.120473854,-0.7241314,-0.35205674,0.5815567,-1.1484172,-1.0146978,0.101902306,-0.46913713,-0.7047822,-0.46529612,0.4274473,-0.031950317,0.061568707
KMS-26,-0.5131352,0.88366145,0.71193504,-0.67373955,1.1805425,2.5342221,1.0165085,1.9000361,-0.63558227,-4.0307856,-0.29778224,2.6182837,1.3880324,-1.2692957,-1.3499997,4.0092797,-2.750183,-0.8131301,-0.13251504
EB2,-3.695971,1.3241954,1.735116,-2.0364842,2.9722035,6.627134,3.6987858,5.7055626,-0.727612,-11.98695,-1.6031207,6.500992,2.9907618,-3.9617295,-4.015478,8.190157,-8.465153,-2.783383,-0.43484488
SNU-407,0.5881536,2.0241606,0.29900795,2.3616915,0.33802414,-0.56424135,-1.5285342,-0.70858157,-0.4166499,1.426441,-1.1004579,-1.7308699,0.91188943,-0.50770533,-0.37820128,-0.20347506,1.5908695,0.75672483,0.023300052
OVSAHO,-0.09936857,-0.13107088,-0.20336716,-0.2554059,0.33681005,-0.016859367,0.23707548,-0.06208609,-0.39553493,-0.07756632,-0.38291723,-0.11877465,0.2389514,-0.31096202,-0.27503443,-0.22569259,-0.30593643,0.18725397,-0.2090739
HuCC-T1,-0.17277911,0.04141733,-0.45913625,-0.032839864,0.34846663,0.5630005,0.17140666,-0.1083785,0.025064316,0.24630003,-0.9259481,-0.69796777,0.1908805,-0.39439383,-0.73808104,0.009683944,-0.29578793,0.14719373,-0.11525873
NCI-H1694,0.26518714,1.4026161,0.00069731474,2.693974,1.2493196,-1.035319,0.987899,0.8182772,2.0105948,-0.7674396,0.35018948,-1.1578802,-0.16085641,-0.05311358,-0.11915451,-0.3746323,1.5091984,1.2309116,-0.20555632
RT-4,0.14591664,0.93683004,-0.010241553,1.185616,0.14735298,0.55264026,-0.8815714,-0.39724168,-0.73025835,0.7357238,-0.9593168,-0.7230188,0.94140416,-0.6104562,-0.4241168,-0.004871115,0.52345556,-0.07063739,-0.16252317
NCI-H196,0.3334065,-1.0660397,-0.43108797,-0.7496295,-0.07454917,-1.5319934,1.9123245,0.515208,0.37537482,0.482122,1.100715,-1.0701782,-1.968777,0.5997602,-0.21402031,-0.92694163,0.7832355,0.39093786,-0.28120923
HPAF-II,0.27422234,1.1898565,-0.14140852,1.6804905,0.19570518,0.4789976,-0.96079737,-0.4403859,-0.34685454,1.0054498,-1.6424396,-1.4693906,1.1950468,-1.0001764,-1.3531947,-0.22914469,0.11519037,0.85482186,-0.3382599
NCI-H1581,-0.062071383,-0.045934483,0.10746862,0.06342789,0.4296787,0.086065434,0.62629193,0.4821266,-0.07956262,-0.8028694,-0.082590714,0.4684907,-0.21366993,-0.06107764,-0.4348183,0.5333903,-0.22950919,0.0988673,0.23005378
A3/Kawakami,-0.42338824,0.8810519,0.6278306,-0.44017243,0.6315455,2.0389717,0.6917828,1.4446629,-0.5269971,-2.763904,-0.09441089,1.903245,1.1831961,-0.97992074,-0.91286343,2.5980754,-1.9413509,-0.47537526,-0.16891712
KMS-21-BM,-0.8028203,1.1830707,0.41303745,-0.84104055,1.0554024,2.6412039,0.73128164,2.0972474,-0.73710203,-4.1015644,-0.13977504,2.6420891,1.6817222,-1.4312468,-1.3923194,4.2975225,-2.8289874,-0.7523585,-0.2646572
MOLP-2,-1.45443,1.6841908,1.2939984,-0.8264204,1.4775546,3.8677044,0.939849,2.8873405,-0.9501201,-5.880022,-0.6900779,3.5750048,2.749516,-2.4398577,-1.6872125,5.409153,-4.067556,-1.5341741,-0.41718966
GA-10,-3.8104155,1.3966396,1.8596964,-2.1127727,3.1599197,7.146756,3.8902473,5.7423944,-0.7970433,-12.507731,-1.540698,6.9099817,2.8710158,-4.036727,-4.278591,8.329753,-8.516108,-2.741925,-0.16141495
SNU-308,0.12502857,0.4374007,-0.22146684,1.0064015,0.312408,0.119789906,-0.523414,-0.5518294,-0.70914745,0.56062853,-1.2109255,-1.1606563,0.69788504,-0.57591224,-0.27263165,-0.23405635,0.73313594,-0.02129459,0.10759044
T98G,0.0353705,-0.9505472,0.13440692,-1.20875,-0.33023912,-0.79517734,1.4896715,0.4321366,0.17798674,-0.14057007,0.57638973,0.07099849,-1.3785726,0.23559196,-0.58388925,-0.10529187,-0.28753138,-0.1995491,0.006696731
SW837,0.6428641,0.9598729,-0.04346917,1.2641253,0.10079389,0.20088425,-0.77791435,-0.61949134,-0.23264204,0.96484125,-0.8415867,-1.0647016,0.43174723,-0.5235643,-0.38665116,0.23962931,0.578889,0.65411407,-0.05922993
SNU-C5,0.3667575,1.0845575,-0.07010418,0.51853937,0.19570519,0.6328721,-0.633356,-0.5352474,-0.5638564,0.9190228,-1.1039195,-0.9621664,0.7579989,-0.39964584,-0.6193927,0.3397158,0.38614038,0.5448526,-0.25189522
NCI-H146,0.14689568,2.0572057,0.45063192,3.4690762,1.6307509,-1.0473542,0.06281095,0.75597733,2.030086,-0.4475209,0.16645297,-1.3043978,0.36276874,-0.2326849,-0.28616697,-0.39205688,1.2791383,1.1869361,-0.08660893
NCI-H441,0.1375092,0.4981144,-0.37134728,0.51121926,-0.12542975,0.7302056,-0.16377386,-0.5057726,-0.10101411,0.82505107,-1.1938086,-0.8782989,0.32649833,-0.40826827,-0.5056155,0.19072151,-0.22454283,0.48667687,-0.25959486
HCT 8,0.54041487,1.1311164,0.06927088,1.4223495,0.098354146,-0.13452956,-0.8611039,-0.6085799,-0.40033773,1.348594,-0.77705944,-1.5168264,0.5309812,-0.07358479,-0.26140186,-0.08599892,1.1427591,0.78211373,0.17609578
HPAC,0.20207945,0.5974901,-0.31939584,0.71189904,0.12563217,1.0183035,-0.7744648,-0.5559446,-0.629328,0.76340055,-1.4331464,-0.90540886,0.8430805,-0.77155304,-0.7681662,0.14103836,0.2850498,0.20957872,-0.32258978
TIG-3 TD,0.32163703,-1.2720621,-0.56710404,-0.033773154,-0.11393261,-3.04199,1.8988678,0.24207298,0.59119725,1.5672874,1.0339776,-2.0229053,-2.8704782,0.3966636,0.08122282,-1.8930824,1.9950733,0.58589625,0.21489942
Becker,0.10049075,-1.3287902,-0.1186585,-1.1535869,-0.40083992,-0.9839985,1.7384564,0.61468345,0.12929767,0.08948279,0.6090927,-0.08178551,-1.5323882,0.2280859,-0.48321027,-0.22168651,-0.06533241,-0.04190144,-0.006962374
Hs 606.T,0.41728687,-1.4839365,-0.79951984,-0.40019014,-0.05160091,-2.8894477,2.3170235,0.40707588,0.8158822,1.2839901,1.2151995,-1.859678,-3.1331005,0.49939895,-0.24143758,-1.8145623,1.9897532,0.8559629,-0.0903334
MCAS,0.05046037,0.18675745,-0.47273648,0.17172943,0.38911465,0.9829874,-0.0027844012,-0.17060177,0.09484881,0.20354202,-0.9133611,-0.33009413,0.49890152,-0.34089494,-0.7490499,0.17875534,-0.6053782,0.4541697,-0.66315114
NCI-H524,-0.042692363,0.7919977,-0.12727085,1.7626301,1.1664414,-0.30355212,1.2762984,1.0678313,1.5872779,-1.2690266,0.12222208,-0.26693583,-0.39260918,-0.09243737,-0.5696714,0.3261815,0.4723879,0.8097995,-0.20469826
RERF-LC-Ad1,-0.025090724,0.059160374,-0.07653859,0.5178026,-0.024362773,-0.16359313,0.12613404,-0.74950075,-0.0001609791,0.93837976,-0.96588945,-1.2046926,-0.14646783,-0.25607327,-0.091538236,-0.25181165,0.4953041,0.11802837,0.17530039
EB1,-3.7873626,1.3502933,1.9117644,-2.04619,3.124458,6.7059555,3.7348561,5.722225,-0.8385043,-12.166502,-1.5715954,6.673012,3.084474,-3.9541888,-4.061464,8.346823,-8.454038,-3.039878,-0.30633327
SNU-520,1.2613647,2.193795,0.13927823,3.4181046,0.11002152,-0.8389734,-1.4602718,-0.6124086,-0.10410087,2.113531,-0.98968685,-2.1062088,0.82651126,-0.29859307,-0.76843655,-0.01406014,1.713218,1.4793059,-0.03106745
SW579,-0.07076739,-1.306345,0.08915912,-1.1223601,-0.36625597,-1.3891158,2.219799,0.7351855,0.3830673,0.11815222,1.1322143,-0.45787233,-2.0590377,0.2558693,-0.4576307,-0.6918152,0.19190818,-0.1127238,0.08761957
KYSE-150,0.2621238,0.124115855,-0.34868023,0.09435047,0.15881312,0.6474819,-0.16577022,-0.2698428,-0.6154785,0.16399822,-0.9727824,-0.17414725,0.5512611,-0.51993746,-0.4390427,0.014093578,0.028102607,0.023027077,-0.29892138
SK-MEL-2,-0.2077115,-1.0690953,0.027267396,-1.7352848,-0.10044891,0.081710204,1.2341456,0.3327459,0.056622524,-0.1780361,0.10852573,0.40780503,-1.6839924,0.7259782,-0.44809368,-0.22903638,-1.0669811,-0.13404608,0.04505648
HCC1171,-0.10490111,-0.29240066,-0.34662527,-0.3024428,0.068166405,-0.09413125,0.6022803,-0.35653925,-0.082475126,0.6361849,-0.8257768,-0.77585864,-0.26722628,-0.050596293,-0.4569599,0.0017845631,0.24263637,0.02728647,0.11201928
D283 Med,0.51286405,0.8578813,-0.37396124,1.3640358,0.5766163,-0.3987265,0.51106477,0.42971078,0.6849152,-0.025658593,0.092637636,-0.56852865,-0.15663579,-0.037014425,0.15569183,-0.0672813,0.9338535,0.84740007,-0.21083002
SW1353,0.12658581,-1.0813551,-0.27063686,-1.1249516,-0.3810144,-1.2256544,1.6047249,0.22765854,0.5622344,0.32329714,0.6869286,-0.62262034,-1.8946397,0.17907836,-0.38322657,-0.7394604,0.44654682,0.32006848,0.10840854
NCI-H1355,-0.1871227,-0.2611987,0.27514848,-0.40394923,-0.1292615,-0.41053188,0.30824465,-0.35416943,-0.5557884,0.31686726,-0.18774402,-0.50433356,-0.20751524,-0.19865635,-0.34376281,-0.30382717,0.3408663,-0.06248629,0.66741467
SK-MEL-28,-0.11405331,-1.143017,0.0012196228,-1.9789381,-0.06502959,-0.13268156,1.2731273,-0.024270177,0.018966235,0.28821018,0.23239338,0.07303423,-1.887511,0.86367893,-0.3817399,-0.59322006,-0.6886521,0.08153865,0.2458082
HLC-1,0.09721848,-0.30614716,0.27071846,-1.6026199e-05,0.02106446,-0.36243057,0.039986182,-0.20819326,-0.405321,0.43334377,-0.20067954,-0.19018245,-0.23669155,0.029791,0.018700838,0.035905406,0.2641125,-0.10614728,0.28355673
Hs 294T,-0.08779304,-1.3052689,0.11298932,-1.7071712,-0.08953177,-0.91516316,1.613579,0.082114026,0.18715283,0.42411894,0.37046897,-0.2841699,-2.0898263,0.6569576,-0.38948607,-1.0432434,-0.13894767,0.016281553,0.13338149
U-BLC1,-0.47487438,0.30219343,0.079107404,0.5803672,0.51488364,-0.34616387,-0.19652429,-0.4849866,-0.043006435,0.65262,-0.7130625,-1.218418,0.068723544,-0.14484467,-0.21847592,-0.5898199,0.54193825,0.002764307,0.24434042
PK-45H,0.14353059,-0.8276952,-0.16967042,-0.6683958,-0.10969514,-0.19195783,0.8558626,0.21723174,-0.03337889,0.15040493,0.069219425,-0.15488923,-0.66726893,0.041714415,-0.29016235,-0.02125904,-0.059219457,0.08252453,-0.17451742
SALE,1.4524162,0.43047124,-1.5498044,1.7087938,0.45090756,-2.0424263,-0.74600494,-1.2456496,0.4661197,2.8440185,-1.0571204,-3.1084762,-0.97993755,0.018748298,0.5444006,-1.644239,2.4915533,1.7746236,-0.42132166
OE19,1.0178328,2.5067132,-0.07209453,3.5048208,-0.03123039,-0.3179253,-1.8225803,-0.88354087,-0.46594232,2.0918179,-1.7471942,-2.4278235,1.3211942,-0.6532999,-1.0629303,-0.5469152,1.6627867,1.0819744,-0.3086425
SNU-1,0.04597129,0.043591477,-0.07922741,-0.23811068,0.0525428,0.4356585,0.27568546,0.31761557,-0.20110594,-0.25441357,-0.19821599,0.5465215,-0.42167264,0.058484353,-0.47897333,0.4674707,-0.30437803,0.20802708,0.13334894
PE/CA-PJ34 (clone C12),0.48260307,0.04699811,-0.55652165,1.0199026,0.25194788,-0.94479144,-0.13308367,-0.48411977,-0.20491959,0.9779782,-0.70480317,-1.449729,-0.3595075,-0.545563,0.02492562,-0.47591895,1.4173195,-0.06284271,0.0867758
NCI-H2066,0.05031447,0.6736464,0.21207479,1.2452974,0.9074619,-0.1384225,0.6366174,0.73601556,0.79318774,-0.6035305,-0.09916425,-0.32812458,0.11901499,0.21549161,-0.4910664,0.24995813,0.2524267,0.69592464,0.003952492
SNU-668,0.018328976,-0.3054387,-0.081445485,-0.57539326,-0.11902208,-0.051056087,0.36060074,0.12394499,-0.21895844,0.056764953,-0.1570257,-0.04138112,-0.22763409,0.046899587,-0.17603433,0.26146087,-0.15616496,0.030650003,-0.14986564
U-87MG ATCC,-0.06235949,-1.2924895,-0.16753712,-1.2973948,-0.354697,-0.7577643,1.7662119,0.57170624,0.09996574,-0.15409534,0.5463583,0.039475564,-1.7176669,0.04344763,-0.59016913,-0.25243062,-0.3037104,-0.010500595,-0.12736739
SLR21,0.8087819,-0.50206965,-1.1809568,0.6969397,0.14946637,-2.2643588,0.23986863,-0.5832626,0.6042234,2.349586,-0.48870033,-2.882309,-1.5506876,0.43325582,0.1861315,-1.8170494,2.1091218,1.5567828,-0.0062043387
HGC-27,-0.053219773,-0.20442358,0.3288307,-0.40003163,0.08027454,0.04319845,0.87540644,0.7262993,-0.33330584,-0.91663563,0.1659403,0.56585884,-0.23551363,0.14792266,-0.50255316,0.35870197,-0.46127218,-0.042905353,0.49610287
SU-DHL-8,-2.2926352,1.4200416,1.4693954,-1.7060609,2.2737043,6.7882595,2.7485619,4.720073,-1.2612715,-10.429167,-0.90411824,6.075014,3.4928045,-3.559033,-3.1142523,8.002432,-6.977271,-2.1391506,-0.71327215
Hep-G2/C3A,-0.095231794,0.245505,-0.21224056,0.83289564,-0.06532493,0.4064895,0.09819639,0.15588717,0.1795282,0.20190926,-0.9073179,-0.3676448,-0.10189478,-0.2765846,-1.0807016,0.31946772,-0.35479847,0.42424804,-0.31191453
HSC-4,0.22384909,0.2039877,-0.2980324,0.5895006,0.14075717,-0.31925848,-0.6225443,-0.7689027,-0.59866756,0.42326933,-0.89833575,-0.72942173,0.18977979,-0.7659297,-0.3006494,-0.08736117,0.8943231,-0.29800183,0.12944545
CJM [Human melanoma],0.4014232,0.00013461709,-0.41447777,0.21151382,0.42617306,0.014747303,0.106905386,-0.4006829,-0.30654258,0.702981,-0.89166045,-0.8673029,-0.16171628,-0.2513968,-0.12252961,-0.35916522,0.6682046,0.026848622,-0.20646332
NCI-H1339,0.016850945,-0.42053735,-0.14149904,-0.76848567,-0.21757391,-0.19876784,0.8396795,0.32273328,-0.14907032,-0.07316983,0.2672736,0.10566304,-0.7554592,0.120792106,-0.16647999,0.09529936,-0.34845576,0.035743997,-0.058678247
NCI-H28,-0.37584275,-0.15169442,0.31027782,0.19078271,0.11511062,-0.9884413,0.31020257,-0.08008453,-0.11518553,0.5771853,-0.31228566,-1.169492,-0.44588542,0.2943446,-0.17457202,-0.65139556,0.8186209,0.34414673,0.67971843
BHT-101,0.19961071,-0.70617044,-0.25890458,-0.61670685,0.108529665,-0.14721844,0.78080356,0.29151595,-0.007937283,0.40026355,0.01733984,-0.28503853,-0.7903182,0.43873897,-0.34104678,-0.089842126,0.038602833,0.3811288,-0.23569418
MFE-296,0.122875854,-0.051397286,0.20415077,-0.1400989,0.05820004,-0.33646822,0.14046784,-0.022554755,-0.4804194,-0.072451785,0.10445211,-0.059027605,0.06921409,-0.07443122,-0.015615193,-0.07679879,0.31628674,-0.034518577,0.40657508
SK-N-SH,-0.3141721,-0.9246044,-0.100023516,-0.81561184,-0.050831515,-0.4443682,1.7979103,0.90860087,0.38181928,-0.79047996,0.8306991,0.09573013,-0.83224064,0.09039855,-0.3143031,-0.0150316,-0.2899918,0.28846896,-0.04121995
SF126,0.060879026,-1.1131697,0.024072401,-1.1622667,-0.29037404,-0.8692737,1.5923948,0.63005483,0.23307462,-0.11365728,0.7497872,-0.062471393,-1.354213,0.108608246,-0.5205402,-0.17098284,-0.16652086,-0.029569924,-0.01413247
NCI-H1836,0.9358058,2.3765082,0.16292682,4.2002306,1.5600305,-1.5742025,-0.24942964,0.6237206,2.3530517,0.19850582,0.31250173,-1.9487945,0.6457031,0.008329779,0.030186355,-0.712468,1.9132084,1.4452249,-0.61588603
Toledo,-2.5065494,1.5835054,1.6258236,-1.9684838,2.3319967,6.7280097,2.886911,4.6011105,-1.50924,-10.524342,-1.0398284,6.278141,3.0718536,-3.4733834,-3.3272028,7.838475,-7.167571,-2.4204183,-0.42798498
Caov-3,-0.10622346,0.027720608,-0.16739297,0.23235701,0.2720545,-0.46578273,-0.01710099,-0.757991,-0.23966977,0.52818006,-0.880453,-1.1299405,-0.0071039945,-0.14923391,-0.12564611,-0.36257958,0.59796584,0.10905052,0.19111606
HEC-251,-0.10640764,-0.015409932,-0.23989683,-0.06620343,0.25710016,0.47207612,-0.33879185,-0.43103397,-0.8134784,0.18163277,-1.1799046,-0.39943343,0.4360821,-0.48444468,-0.21045198,0.28042322,-0.26280284,0.39187896,-0.07705287
KYSE-410,-0.01824034,-0.26364172,-0.27153018,-0.24020648,0.24697578,0.9475368,0.1649977,0.16853984,-0.49503714,-0.23481831,-0.77929986,0.384516,0.6061047,-0.44558442,-0.6872701,0.31667227,-0.4941482,0.01800479,-0.45125067
NUGC-2,0.22514294,-0.09352153,-0.75688815,0.39921612,0.3434945,-0.11725047,-0.2199043,-0.4353753,-0.39034253,0.5983675,-1.122155,-0.91782045,0.24280593,-0.58257973,-0.7126816,-0.462872,0.775258,-0.050681546,-0.0037481412
BHY,0.3404098,0.018378645,-0.62013185,0.5630691,0.33621883,-0.38082477,-0.24211349,-0.66296136,-0.42025784,0.6533617,-1.0796793,-1.2111967,0.009896427,-0.78735816,-0.5558982,-0.4464179,0.97405565,-0.08974324,-0.22600421
647V,-0.32546,0.17980167,-0.07259056,0.31327215,0.19287206,-0.310191,-0.11942553,-0.9528379,-0.5569882,0.8116037,-0.87932354,-1.0314231,0.066054605,-0.089623846,-0.30297118,-0.41850165,0.833922,-0.03401652,0.5135483
SW1990,-0.19195303,-0.5944278,-0.0054567307,-0.7028334,0.041876525,0.06611401,0.54171175,0.2554152,-0.108688936,-0.3072726,-0.20312423,0.2870365,-0.113455474,-0.3250657,-0.40870428,0.20873745,-0.20859018,-0.21042919,-0.13666163
Sq-1,-0.06358883,0.4092175,-0.41373724,0.55109334,0.40320748,0.17820822,-0.20042787,-0.55378723,0.013286814,1.0920336,-0.9921966,-1.4580941,0.28141245,0.052523166,-0.34546953,-0.26101416,0.20725626,0.74316645,-0.04552658
Panc 02.13,0.06246811,-0.058511972,-0.48060858,0.11284576,0.6023056,-0.47438872,-0.002554953,-0.7082523,-0.20440555,1.1219947,-1.2069033,-1.4649287,0.15411314,-0.43905234,-0.83355474,-0.52518,0.73249483,0.085951746,0.08838075
COLO 680N,0.18567018,0.2949763,-0.47489893,0.7133283,0.32238245,-0.48095372,-0.40879515,-0.9959283,-0.46581277,1.184743,-1.1406809,-1.5440845,-0.17259234,-0.4606437,-0.16969617,-0.51743156,1.2656226,-0.016477935,0.17751318
EW-8,0.7536469,0.35773695,-0.4187489,0.92153347,0.5015871,-0.53488433,0.31692293,0.5056839,0.13950434,0.14416713,0.4500896,-0.39073068,-0.29556495,-0.023332842,0.20317897,-0.12343775,0.76462144,0.34290892,0.059316266
LCLC-97TM1,-0.029664576,0.42816013,0.1269385,0.5565246,0.04800187,0.18311566,-0.3041169,-0.5490596,-0.10083061,0.8418944,-0.8717975,-0.979882,0.2592899,0.057964772,-0.3959239,0.24828225,0.2837627,0.0010400042,0.2764154
SNU-C1,0.88459045,2.6869638,0.13303739,3.932968,0.43357372,-1.2068979,-2.0228071,-0.6875415,-0.20518292,2.343957,-1.3860245,-2.580678,1.3470774,-0.39083013,-0.6799915,-0.87239516,2.3271785,1.4005129,0.077803075
SK-MEL-3,-0.3245145,-0.9284526,0.11398418,-1.5589209,-0.021856077,-0.35571295,1.2204883,0.19886763,-0.0959139,-0.07332431,0.17324862,0.19032833,-1.3396841,0.75684583,-0.32627007,-0.48226964,-0.6736897,-0.17940447,0.3958392
CAL-120,-0.20174953,-0.6993129,0.20361854,-0.726448,-0.13661161,-0.616658,0.86864,0.10050245,-0.19787288,-0.0871328,-0.03916715,-0.1527981,-0.52887714,-0.07502474,-0.30932486,-0.08842451,0.028817356,-0.10751237,0.3581599
MDA-MB-415,0.4050742,1.3408978,-0.077242404,2.0059483,0.26822507,-0.8101989,-1.0818317,-1.0202131,-0.18288529,1.6211317,-1.0276098,-2.07213,0.41331375,-0.42111206,-0.114886835,-1.1398975,1.433297,0.57991534,0.25883493
FTC-133,0.13956524,-1.1294718,-0.0072069606,-0.87721753,-0.2542319,-1.0212642,1.3406407,0.26369005,0.06389921,0.5163912,0.34452105,-0.5999402,-1.4318991,0.20985882,-0.30031946,-0.673134,0.33814126,0.31053543,-0.007313347
HEC-151,-0.5337208,0.46399903,0.66728103,0.31847346,0.043542985,-0.23480096,-0.3828045,-0.27091122,-0.9033743,0.6086865,-0.79202324,-0.96968424,0.4065842,-0.46564537,-0.3207119,-0.3291811,0.60690415,-0.0076535386,0.60713685
Hs 870.T,0.4023623,-1.1923726,-0.69882494,0.019411758,0.053449687,-2.4257011,1.8063236,0.39338708,0.7501079,1.2992077,1.0773858,-1.8495908,-2.9552479,0.4769339,0.05949939,-1.593679,1.8925372,0.8253971,-0.12909988
NCI-H1648,-0.13967252,0.074166894,-0.19546223,0.28221118,0.3497954,0.8160043,-0.053424656,-0.21267606,-0.58374083,0.10980553,-1.3777798,-0.64387786,0.60895175,-0.6441262,-0.84590626,0.06955095,-0.07223992,-0.27899292,-0.19759764
