,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84
SNU-738,0.2912285,0.106938355,0.18242036,-0.1572306,0.35015076,-0.24910544,-0.35284793,-0.02316742,-0.46407264,-0.165214,0.013138336,-0.16308631,0.11229268,-0.3018015,0.022431705,-0.25088018,-0.27238825,-0.43525413,0.17773367,-0.15125015,0.6023343,-0.0066562095,0.12663776,0.28756714,-0.113653734,-0.3335479,0.13341397,-0.026707461,0.32951385,-0.23927687,-0.03956355,0.047608636,-0.13048327,0.15405142,-0.1871522,0.27687165,0.052834254,0.10588519,-0.15482803,0.1174919,0.11747876,0.2572589,-0.15746316,0.18540338,0.03944117,0.2154625,0.4282377,-0.007853978,-0.4817234,-0.043639347,-0.113509715,-0.21508738,-0.28818876,0.17917103,0.0778083,0.09502354,0.21431667,0.0038937028,-0.021939542,0.009448352,0.095394425,0.010490882,0.4488349,-0.03945886,0.026538769,0.25679088,0.09494354,-0.021309672,0.007912292,-0.12574428,0.15540814,-0.5258461,0.17193703,0.06982659,0.12974373,-0.20763713,0.104227975,0.13067628,-0.041070253,0.4016464,0.13274866,0.47244868,0.22089867,0.045547336,-0.12644999
BT-474,0.836467,-0.43076015,-0.57783556,0.11155956,-0.6798352,-0.20865113,-0.90390444,0.09017106,0.485435,0.15847714,-0.13092008,0.2246307,0.34662053,-0.17426953,0.6381197,0.37799454,-0.585098,-0.59852284,0.0022727014,-0.33859876,0.09421827,0.3470989,0.29934564,-0.11830728,0.116926365,-0.43579817,-0.2695346,0.08731791,0.5397519,-0.15791841,-0.47652763,-0.36616197,0.07717001,0.65701747,0.7897634,0.51334584,0.90008545,0.7240609,-0.19385071,-0.43417856,-0.5622314,0.0521721,0.10837562,0.047507066,-0.2559854,0.2879569,-0.79061544,0.6985018,0.033968333,0.42256448,0.42851356,-0.34920898,-0.081297666,-0.4672507,0.23722355,-0.07857592,0.33604777,-0.14355822,-0.10064919,0.7381173,-0.22073832,-0.3049611,0.007287296,-0.16369525,-0.56634134,0.34374762,-0.43253738,0.39572755,0.05503813,-0.2922917,-0.53069574,-0.6671557,-0.14055093,-0.29699206,-0.6662817,0.7288275,0.113221616,-0.12747686,-0.15687737,0.37657288,-0.048668444,0.044372167,-0.7419998,-0.113726035,-0.031195449
JVM-3,0.34512115,-0.2030265,-0.019382767,0.4531404,-0.6835738,-0.70916986,-0.4809688,-0.2240681,-0.0038845786,0.0020819327,-0.4173553,-0.02376341,0.4027048,0.033162892,0.28051868,0.1134814,-0.9098445,-0.081394345,-0.076359145,0.2827676,-0.012116393,0.15832916,0.26257578,0.038817026,0.7151261,-0.45297188,-0.70917636,-0.02413196,0.07356383,0.18020065,-0.05074928,-0.41465813,-0.4391162,0.33590382,0.19425839,0.53269476,0.2704627,0.65765643,-0.3536684,-0.34636325,-0.64338124,0.5418615,-0.1533463,0.72368616,-0.09650518,-0.19263726,-0.39963678,0.11377581,0.19085823,0.5505069,-0.20773245,-0.648484,0.13404576,-0.54006886,-0.20619425,-0.12913121,-0.04431418,-0.27865428,0.005170473,0.30287528,0.15157138,0.17807917,0.85303897,-0.041714076,-0.19276598,0.48958677,0.16969422,0.02206004,-0.09049331,0.33253795,0.103962384,-0.4573628,-0.04736399,-0.38212243,-0.2969517,0.6570639,-0.13445117,0.23726912,0.66321754,-0.023479197,-0.6429613,-0.1795073,-0.24932894,-0.2559209,0.09382436
OCI-Ly19,0.33574325,0.1413334,0.30516,0.25822586,-0.0029173526,-0.33921203,-0.22627057,-0.3116588,-0.48826176,-0.33670065,-0.00053417194,-0.19011301,0.09095596,-0.4398193,-0.14170572,-0.066376835,-0.5250851,-0.21934101,0.14651619,-0.02391374,0.78560734,-0.11129103,-0.12090485,0.25837034,0.32835305,-0.69019234,-0.22555427,-0.3094965,0.15509523,-0.049325336,0.19816494,0.12980871,-0.26010686,-0.1176351,-0.2791752,0.6314894,-0.24033953,0.050438363,-0.2604016,-0.15653348,-0.07034806,0.67529726,-0.21165815,0.6057397,0.02344005,-0.40912887,0.3146627,-0.2906309,-0.317492,0.28909364,-0.56984526,-0.46378145,-0.13202213,-0.070948444,-0.18968435,0.07624384,0.24813306,-0.3718181,-0.37610176,0.11469859,0.067688294,-0.0313627,0.8762279,-0.2625409,0.10031492,0.41413513,0.60385644,-0.2410019,0.21270537,0.07589262,0.46040148,-0.4007638,-0.014202628,-0.31271282,0.27071586,0.022938183,0.16091739,0.5403119,0.51907176,0.3094832,-0.06527341,0.057802435,0.572489,0.2056025,0.20491152
AZ-521,0.33574325,0.1413334,0.30516,0.25822586,-0.0029173526,-0.33921203,-0.22627057,-0.3116588,-0.48826176,-0.33670065,-0.00053417194,-0.19011301,0.09095596,-0.4398193,-0.14170572,-0.066376835,-0.5250851,-0.21934101,0.14651619,-0.02391374,0.78560734,-0.11129103,-0.12090485,0.25837034,0.32835305,-0.69019234,-0.22555427,-0.3094965,0.15509523,-0.049325336,0.19816494,0.12980871,-0.26010686,-0.1176351,-0.2791752,0.6314894,-0.24033953,0.050438363,-0.2604016,-0.15653348,-0.07034806,0.67529726,-0.21165815,0.6057397,0.02344005,-0.40912887,0.3146627,-0.2906309,-0.317492,0.28909364,-0.56984526,-0.46378145,-0.13202213,-0.070948444,-0.18968435,0.07624384,0.24813306,-0.3718181,-0.37610176,0.11469859,0.067688294,-0.0313627,0.8762279,-0.2625409,0.10031492,0.41413513,0.60385644,-0.2410019,0.21270537,0.07589262,0.46040148,-0.4007638,-0.014202628,-0.31271282,0.27071586,0.022938183,0.16091739,0.5403119,0.51907176,0.3094832,-0.06527341,0.057802435,0.572489,0.2056025,0.20491152
HT-29,0.76978713,-0.46038765,-0.6041543,0.13831116,-0.6602638,-0.21029335,-0.8997435,0.10892757,0.41270357,0.15012552,-0.14583442,0.21400619,0.2620146,-0.10142757,0.6791708,0.47629505,-0.5232134,-0.643397,-0.052186217,-0.35373774,0.046508476,0.40812576,0.25346166,-0.09623881,0.13616809,-0.43056893,-0.19522545,0.11921667,0.5465744,-0.17077224,-0.5329537,-0.3158727,0.067736976,0.6231913,0.78727615,0.54504097,0.9270252,0.721536,-0.082044825,-0.41572,-0.682499,0.03580427,0.07360551,-0.009099585,-0.26497802,0.23197368,-0.73320156,0.68989193,0.09557522,0.4235243,0.40616003,-0.33054253,-0.03495726,-0.49140093,0.22577761,-0.122305736,0.34981418,-0.18966666,-0.050227564,0.6789842,-0.12586398,-0.28259942,-0.08320862,-0.181621,-0.60964674,0.23048605,-0.43282205,0.45766696,-0.071992494,-0.2537247,-0.47980583,-0.6860887,-0.16060652,-0.29206643,-0.68799305,0.7128814,0.123746455,-0.13086268,-0.20183887,0.4387666,-0.048766673,-0.04829423,-0.73255277,-0.084634826,-0.0721657
SW948,0.48788175,0.3500662,-0.41860473,-0.043108527,-0.74356425,0.016929839,-0.578276,-0.42392215,-0.2167888,-0.06855437,-0.39941123,0.17087203,0.23493166,-0.48536155,0.418711,0.5085421,-0.196759,-0.58303237,0.10022752,-0.0643408,0.8155828,-0.55091745,-0.5998984,0.032574337,0.5969951,-0.41749886,-0.2577853,-0.6803656,0.18371789,0.095100746,-0.28546897,0.2785741,0.47700065,-0.12606554,-0.10290287,0.49676654,0.615381,-0.032874037,-0.27257523,-0.9123306,-0.121662356,0.85592943,0.15100755,-0.15549472,-0.6035788,-0.45735306,-0.4094901,-0.18135846,0.29051006,0.54211503,-0.48206818,0.21728632,-0.42278734,-0.69673264,-0.24052638,-0.26549807,0.2967013,-0.25297078,-0.6858955,0.8167701,-0.31032452,-0.062849216,0.44302696,-0.6799373,-0.17922345,0.28686056,0.023374027,0.44992733,0.9429735,-0.61687213,-0.24547458,-0.30069882,-0.70644116,-0.37716627,-0.45521244,0.6570452,0.77417755,0.40710315,0.5253918,0.4534663,-0.27776042,-0.28740555,0.04221261,0.35084835,0.4960568
HLE,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
OE21,0.33574325,0.1413334,0.30516,0.25822586,-0.0029173526,-0.33921203,-0.22627057,-0.3116588,-0.48826176,-0.33670065,-0.00053417194,-0.19011301,0.09095596,-0.4398193,-0.14170572,-0.066376835,-0.5250851,-0.21934101,0.14651619,-0.02391374,0.78560734,-0.11129103,-0.12090485,0.25837034,0.32835305,-0.69019234,-0.22555427,-0.3094965,0.15509523,-0.049325336,0.19816494,0.12980871,-0.26010686,-0.1176351,-0.2791752,0.6314894,-0.24033953,0.050438363,-0.2604016,-0.15653348,-0.07034806,0.67529726,-0.21165815,0.6057397,0.02344005,-0.40912887,0.3146627,-0.2906309,-0.317492,0.28909364,-0.56984526,-0.46378145,-0.13202213,-0.070948444,-0.18968435,0.07624384,0.24813306,-0.3718181,-0.37610176,0.11469859,0.067688294,-0.0313627,0.8762279,-0.2625409,0.10031492,0.41413513,0.60385644,-0.2410019,0.21270537,0.07589262,0.46040148,-0.4007638,-0.014202628,-0.31271282,0.27071586,0.022938183,0.16091739,0.5403119,0.51907176,0.3094832,-0.06527341,0.057802435,0.572489,0.2056025,0.20491152
Pfeiffer,0.28177798,0.12650365,0.22475892,0.24515738,0.019105013,-0.3229076,-0.17512174,-0.26776376,-0.5527478,-0.38181764,0.009514694,-0.22617613,0.022291014,-0.39347264,-0.08588221,0.0011823191,-0.47582233,-0.225765,0.11275339,-0.06101986,0.72680545,-0.0892847,-0.12172182,0.26091495,0.3560222,-0.6641442,-0.15239663,-0.31661084,0.13200058,-0.033244852,0.1480111,0.21253978,-0.26306334,-0.15466629,-0.27565268,0.6269471,-0.197442,-0.020506121,-0.18285096,-0.17388739,-0.15137811,0.6279082,-0.24288303,0.55276436,-0.011332532,-0.43429932,0.32968226,-0.28924716,-0.27914122,0.3133562,-0.57,-0.4316148,-0.10526038,-0.09447903,-0.2226671,0.008829934,0.27611032,-0.37743047,-0.35223138,0.07440816,0.14065094,-0.049815,0.79146415,-0.25000855,0.04206012,0.32468387,0.57920784,-0.16386522,0.12919894,0.0914695,0.44051903,-0.37931,-0.014218096,-0.25941327,0.25093397,0.0014783315,0.1721325,0.5426526,0.4835128,0.36623368,-0.065198414,-0.026369868,0.5589942,0.25215304,0.18579732
CAL-51,0.86401045,-0.21996172,-0.6371032,0.4141047,-0.70177567,0.5242965,-1.0695343,0.2704861,0.6402631,-0.14058721,0.6732387,-0.07910931,-0.23524159,-0.78253275,0.61774814,1.4088436,-0.23722412,-0.8122826,0.35592586,-0.54156584,1.4541407,0.55213046,-0.21018042,-0.6428022,-0.17699893,-0.9393304,0.52170134,-1.0714935,1.2690166,-0.7664407,0.19736786,0.5402468,0.93214446,-0.3049303,0.6407584,1.3058059,0.60987204,0.49565154,-0.24850763,-0.47825032,-0.7988882,0.8283598,0.8501547,-0.6141475,-1.0185772,-0.43124816,-1.3117983,0.5540723,-0.53088504,0.72500503,-0.20037188,0.0435546,-0.059750494,0.27983624,0.6076426,-0.14023046,1.2123843,-1.0576373,-1.4546506,0.78292507,-0.7994335,-1.1844313,-0.62058806,-1.2290431,-1.0778533,0.4740172,-0.06960071,0.03157381,0.20489544,-0.5253426,-0.5263815,-1.2038314,-0.37078345,-0.53167087,-0.10259236,0.8305958,0.19154097,0.30206636,-0.5187981,1.13696,0.7880643,-0.27708626,0.09422785,0.33924204,0.06449627
Hs 606.T,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
HCC-56,0.07849973,0.5682829,-0.113138266,-0.57891023,-0.10693792,-0.31152087,-0.34842965,-0.2670111,-0.46924874,0.11038111,-0.5738905,-0.041684918,0.41092527,-0.17884971,0.2944321,-0.17454706,-0.09074702,-0.37206766,0.094261974,0.22560906,0.38382488,-0.6349523,-0.16684318,0.15250066,0.15759344,0.33378977,0.065921046,-0.26134986,0.004221778,0.04496517,-0.341978,-0.011232474,0.22427101,0.17239325,-0.46956405,-0.2472223,0.5947858,-0.07042081,-0.33930546,-0.27063683,0.28025335,0.56704664,0.059180632,-0.24852222,-0.3293005,0.5141758,0.22556223,-0.12853125,0.09236987,0.07981611,-0.22373877,0.5179549,-0.51599383,-0.2745201,-0.14168186,-0.11401916,-0.11546804,0.4488732,-0.016326725,0.3203111,-0.058292255,0.38765886,0.67844117,0.038618874,0.028818035,0.31732923,-0.38256156,0.415614,0.61454535,-0.4178022,-0.34772623,-0.27989945,-0.2231807,0.32451528,-0.258685,0.073169015,0.41961223,-0.00067037786,0.3369187,0.27369604,-0.4194427,0.37243968,-0.06117466,-0.1687016,-0.015654782
SJSA-1,0.33574325,0.1413334,0.30516,0.25822586,-0.0029173526,-0.33921203,-0.22627057,-0.3116588,-0.48826176,-0.33670065,-0.00053417194,-0.19011301,0.09095596,-0.4398193,-0.14170572,-0.066376835,-0.5250851,-0.21934101,0.14651619,-0.02391374,0.78560734,-0.11129103,-0.12090485,0.25837034,0.32835305,-0.69019234,-0.22555427,-0.3094965,0.15509523,-0.049325336,0.19816494,0.12980871,-0.26010686,-0.1176351,-0.2791752,0.6314894,-0.24033953,0.050438363,-0.2604016,-0.15653348,-0.07034806,0.67529726,-0.21165815,0.6057397,0.02344005,-0.40912887,0.3146627,-0.2906309,-0.317492,0.28909364,-0.56984526,-0.46378145,-0.13202213,-0.070948444,-0.18968435,0.07624384,0.24813306,-0.3718181,-0.37610176,0.11469859,0.067688294,-0.0313627,0.8762279,-0.2625409,0.10031492,0.41413513,0.60385644,-0.2410019,0.21270537,0.07589262,0.46040148,-0.4007638,-0.014202628,-0.31271282,0.27071586,0.022938183,0.16091739,0.5403119,0.51907176,0.3094832,-0.06527341,0.057802435,0.572489,0.2056025,0.20491152
Hs 819.T,0.33574325,0.1413334,0.30516,0.25822586,-0.0029173526,-0.33921203,-0.22627057,-0.3116588,-0.48826176,-0.33670065,-0.00053417194,-0.19011301,0.09095596,-0.4398193,-0.14170572,-0.066376835,-0.5250851,-0.21934101,0.14651619,-0.02391374,0.78560734,-0.11129103,-0.12090485,0.25837034,0.32835305,-0.69019234,-0.22555427,-0.3094965,0.15509523,-0.049325336,0.19816494,0.12980871,-0.26010686,-0.1176351,-0.2791752,0.6314894,-0.24033953,0.050438363,-0.2604016,-0.15653348,-0.07034806,0.67529726,-0.21165815,0.6057397,0.02344005,-0.40912887,0.3146627,-0.2906309,-0.317492,0.28909364,-0.56984526,-0.46378145,-0.13202213,-0.070948444,-0.18968435,0.07624384,0.24813306,-0.3718181,-0.37610176,0.11469859,0.067688294,-0.0313627,0.8762279,-0.2625409,0.10031492,0.41413513,0.60385644,-0.2410019,0.21270537,0.07589262,0.46040148,-0.4007638,-0.014202628,-0.31271282,0.27071586,0.022938183,0.16091739,0.5403119,0.51907176,0.3094832,-0.06527341,0.057802435,0.572489,0.2056025,0.20491152
RCM-1 [Human rectum adenocarcinoma],-0.028391395,0.5618513,-0.136595,-0.54177684,-0.110721834,-0.3060919,-0.36299115,-0.25019208,-0.55207217,0.107315615,-0.5996624,-0.019528173,0.3152075,-0.0760167,0.31439453,-0.046723507,-0.020273115,-0.42439002,0.066792004,0.19348426,0.34552076,-0.5577069,-0.2488314,0.15078497,0.1669228,0.34921134,0.1631095,-0.22854412,-0.018176695,0.044231944,-0.391982,0.01519443,0.23068349,0.1400029,-0.44616228,-0.22494374,0.5774283,-0.09213057,-0.23547287,-0.23469819,0.19908558,0.5356574,0.039064616,-0.287905,-0.3347493,0.48325607,0.29110965,-0.1011165,0.1473799,0.08953715,-0.23524344,0.57309175,-0.45414233,-0.3104145,-0.17902206,-0.15558447,-0.10520707,0.3860856,0.020777475,0.25626343,0.05601545,0.42558557,0.56541365,0.020947052,0.0036074615,0.19806875,-0.3821372,0.47890285,0.5040263,-0.38790435,-0.2739028,-0.27840474,-0.24786602,0.29857185,-0.25772247,0.06763488,0.422732,-0.018233187,0.28998405,0.2896128,-0.42014098,0.24028818,-0.09170137,-0.112351455,-0.06596251
HCC1806,0.33574325,0.1413334,0.30516,0.25822586,-0.0029173526,-0.33921203,-0.22627057,-0.3116588,-0.48826176,-0.33670065,-0.00053417194,-0.19011301,0.09095596,-0.4398193,-0.14170572,-0.066376835,-0.5250851,-0.21934101,0.14651619,-0.02391374,0.78560734,-0.11129103,-0.12090485,0.25837034,0.32835305,-0.69019234,-0.22555427,-0.3094965,0.15509523,-0.049325336,0.19816494,0.12980871,-0.26010686,-0.1176351,-0.2791752,0.6314894,-0.24033953,0.050438363,-0.2604016,-0.15653348,-0.07034806,0.67529726,-0.21165815,0.6057397,0.02344005,-0.40912887,0.3146627,-0.2906309,-0.317492,0.28909364,-0.56984526,-0.46378145,-0.13202213,-0.070948444,-0.18968435,0.07624384,0.24813306,-0.3718181,-0.37610176,0.11469859,0.067688294,-0.0313627,0.8762279,-0.2625409,0.10031492,0.41413513,0.60385644,-0.2410019,0.21270537,0.07589262,0.46040148,-0.4007638,-0.014202628,-0.31271282,0.27071586,0.022938183,0.16091739,0.5403119,0.51907176,0.3094832,-0.06527341,0.057802435,0.572489,0.2056025,0.20491152
GDM-1,0.33574325,0.1413334,0.30516,0.25822586,-0.0029173526,-0.33921203,-0.22627057,-0.3116588,-0.48826176,-0.33670065,-0.00053417194,-0.19011301,0.09095596,-0.4398193,-0.14170572,-0.066376835,-0.5250851,-0.21934101,0.14651619,-0.02391374,0.78560734,-0.11129103,-0.12090485,0.25837034,0.32835305,-0.69019234,-0.22555427,-0.3094965,0.15509523,-0.049325336,0.19816494,0.12980871,-0.26010686,-0.1176351,-0.2791752,0.6314894,-0.24033953,0.050438363,-0.2604016,-0.15653348,-0.07034806,0.67529726,-0.21165815,0.6057397,0.02344005,-0.40912887,0.3146627,-0.2906309,-0.317492,0.28909364,-0.56984526,-0.46378145,-0.13202213,-0.070948444,-0.18968435,0.07624384,0.24813306,-0.3718181,-0.37610176,0.11469859,0.067688294,-0.0313627,0.8762279,-0.2625409,0.10031492,0.41413513,0.60385644,-0.2410019,0.21270537,0.07589262,0.46040148,-0.4007638,-0.014202628,-0.31271282,0.27071586,0.022938183,0.16091739,0.5403119,0.51907176,0.3094832,-0.06527341,0.057802435,0.572489,0.2056025,0.20491152
GP2d,0.6323985,-0.19769336,-1.2659398,0.23161225,-1.4676255,0.2413044,-1.4177631,0.39223716,0.8251633,0.2579957,-0.12409731,0.13349915,0.2956903,-0.095325775,1.4466966,1.469427,-0.43094778,-0.86466193,0.24488573,-0.01258805,0.7533299,0.40210563,0.028413523,-0.9162499,0.5955943,-0.30834952,-0.10894383,-1.0060071,0.9117769,-0.36719134,-0.30183086,0.05802952,1.1464616,-0.032848615,0.8137832,0.8502936,1.3773738,0.7796145,-0.4012775,-1.0546088,-1.1251309,0.8237088,1.0169978,-0.8393559,-1.5652398,-0.072815455,-2.027093,0.833981,0.3416551,1.06715,0.007527261,0.26705447,-0.13717467,-0.44409475,0.31052476,-0.7064641,0.88940763,-0.6097592,-1.0758833,1.1353759,-0.680193,-0.5931005,-0.56330353,-1.0794437,-1.2709998,0.39243922,-0.9201131,0.7435481,0.18726006,-0.53848207,-1.281012,-0.92685795,-0.71892905,-0.24074371,-0.89452976,1.6003768,0.22723307,-0.07995582,-0.13538559,0.7523389,-0.16040051,-0.63431466,-0.99221367,-0.10944697,-0.08678282
HCC1569,0.45775855,0.07031566,-0.27000687,-0.050681785,-0.12468769,0.1343601,-0.5653072,0.35824275,0.2912062,0.024929184,0.4820505,-0.35723993,-0.16396196,-0.32696715,0.30899233,0.5580943,-0.14849061,-0.36179495,0.37009037,-0.21659182,0.9840472,0.41750178,0.24571642,-0.22459804,-0.2791268,-0.33549657,0.599849,-0.56521773,1.0140945,-0.65710825,0.3016275,0.40911737,0.48233047,-0.16987589,0.13788569,0.6415123,0.3107507,0.3456308,-0.20084874,-0.119911954,-0.5945125,0.6157308,0.43844637,-0.49642944,-0.62255394,0.090858005,-0.58606845,0.48462296,-0.6426882,0.4093308,0.024905596,0.04800008,0.06583346,0.34610847,0.5979548,-0.13581763,0.79042804,-0.36806545,-0.76939356,0.22932814,-0.31987038,-0.7617991,-0.14202991,-0.6119533,-0.62762,0.4355033,-0.18214731,-0.09155196,-0.0631879,-0.2766811,-0.45477486,-0.8890644,-0.011441811,0.08864255,-0.05928167,0.08839334,-0.12142946,0.019556431,-0.5378569,0.80511606,0.51177216,0.19742247,0.081139386,0.04460544,-0.3189686
HCC1937,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
HEL 92.1.7,0.2830626,0.09953258,0.11214758,-0.16024812,0.34784776,-0.246668,-0.29307988,-0.035379704,-0.47480637,-0.19994545,0.045553897,-0.2008505,0.031972248,-0.29426432,0.043918125,-0.14358476,-0.22318974,-0.42050904,0.111508995,-0.22331409,0.545785,0.013106451,0.06771521,0.26311213,-0.15737133,-0.28770787,0.2670078,-0.015922071,0.29371637,-0.24826618,-0.12448181,0.10080838,-0.13923989,0.1398094,-0.16547936,0.2792446,0.11256271,0.026870105,-0.063276626,0.13018744,0.010402191,0.2459488,-0.17709318,0.13804203,0.054460146,0.24836418,0.50162315,0.020227708,-0.41422477,0.0070641334,-0.14498849,-0.12905978,-0.22657573,0.1406514,0.053509515,0.09982419,0.2599844,-0.0022626151,-0.031870395,0.0048118713,0.13890521,-0.03449329,0.43818134,0.02408695,-0.05488487,0.19846274,0.08716382,0.02918297,-0.047526747,-0.09063179,0.13289523,-0.5034667,0.16077082,0.11226858,0.15271237,-0.25979418,0.12360353,0.15183666,-0.047953278,0.5101931,0.16097112,0.3649122,0.27715942,0.0692914,-0.16398156
NCI-H2141,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
MHH-NB-11,0.33574325,0.1413334,0.30516,0.25822586,-0.0029173526,-0.33921203,-0.22627057,-0.3116588,-0.48826176,-0.33670065,-0.00053417194,-0.19011301,0.09095596,-0.4398193,-0.14170572,-0.066376835,-0.5250851,-0.21934101,0.14651619,-0.02391374,0.78560734,-0.11129103,-0.12090485,0.25837034,0.32835305,-0.69019234,-0.22555427,-0.3094965,0.15509523,-0.049325336,0.19816494,0.12980871,-0.26010686,-0.1176351,-0.2791752,0.6314894,-0.24033953,0.050438363,-0.2604016,-0.15653348,-0.07034806,0.67529726,-0.21165815,0.6057397,0.02344005,-0.40912887,0.3146627,-0.2906309,-0.317492,0.28909364,-0.56984526,-0.46378145,-0.13202213,-0.070948444,-0.18968435,0.07624384,0.24813306,-0.3718181,-0.37610176,0.11469859,0.067688294,-0.0313627,0.8762279,-0.2625409,0.10031492,0.41413513,0.60385644,-0.2410019,0.21270537,0.07589262,0.46040148,-0.4007638,-0.014202628,-0.31271282,0.27071586,0.022938183,0.16091739,0.5403119,0.51907176,0.3094832,-0.06527341,0.057802435,0.572489,0.2056025,0.20491152
