,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84
SNU-16,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
IA-LM,-0.63640165,0.6504311,-0.14563145,-0.5882166,-0.3742151,-0.32044426,-0.21151729,0.3876554,0.14518674,0.69500285,-0.24521291,-0.8079981,0.07110339,0.5127686,0.40739492,0.47276643,0.08552183,0.20910488,0.34310967,0.9834628,0.6725887,-0.07757108,0.34702688,-0.44786644,0.0034962452,1.0055567,0.77740717,-0.95356447,0.5155938,-0.35337943,0.55919653,0.3262224,0.83890015,-0.47795624,-0.5859147,-0.17467125,0.55856943,0.3905802,-0.5331634,0.08185827,-0.81936127,1.3935457,0.8921468,-0.88907504,-1.108986,0.37732947,-0.55780375,-0.009602749,-0.08092561,0.53525823,-0.40639818,0.77455974,0.10687696,0.49173874,0.5237018,-0.54394644,0.12463584,0.14381115,-0.6765946,-0.37927213,-0.19463311,0.05707555,0.45728698,-0.28482848,-0.5809108,0.5406199,-0.6679227,-0.06682021,-0.08308548,0.18386474,-0.73188984,-0.74586135,-0.22636543,0.8897839,-0.23958315,-0.026053553,-0.45585015,-0.26355892,0.11784652,0.4782811,-0.51814777,0.09077912,-0.032340407,-0.6728251,-0.6418382
NCI-H1299,0.33574325,0.1413334,0.30516,0.25822586,-0.0029173526,-0.33921203,-0.22627057,-0.3116588,-0.48826176,-0.33670065,-0.00053417194,-0.19011301,0.09095596,-0.4398193,-0.14170572,-0.066376835,-0.5250851,-0.21934101,0.14651619,-0.02391374,0.78560734,-0.11129103,-0.12090485,0.25837034,0.32835305,-0.69019234,-0.22555427,-0.3094965,0.15509523,-0.049325336,0.19816494,0.12980871,-0.26010686,-0.1176351,-0.2791752,0.6314894,-0.24033953,0.050438363,-0.2604016,-0.15653348,-0.07034806,0.67529726,-0.21165815,0.6057397,0.02344005,-0.40912887,0.3146627,-0.2906309,-0.317492,0.28909364,-0.56984526,-0.46378145,-0.13202213,-0.070948444,-0.18968435,0.07624384,0.24813306,-0.3718181,-0.37610176,0.11469859,0.067688294,-0.0313627,0.8762279,-0.2625409,0.10031492,0.41413513,0.60385644,-0.2410019,0.21270537,0.07589262,0.46040148,-0.4007638,-0.014202628,-0.31271282,0.27071586,0.022938183,0.16091739,0.5403119,0.51907176,0.3094832,-0.06527341,0.057802435,0.572489,0.2056025,0.20491152
EN,0.90938276,-0.66972345,-1.0423497,0.2927524,-0.9339597,0.22357671,-1.1091101,0.4610686,1.1197569,0.12934601,0.29597166,-0.024748536,-0.12529083,-0.02209926,1.0568581,1.1657385,-0.54936343,-0.7968617,0.24720317,-0.43443954,0.44848508,0.76178026,0.406632,-0.5486288,-0.012206971,-0.5723828,0.23865011,-0.5884629,1.3320765,-0.6572136,-0.41131562,0.094005845,0.83514535,0.27425805,1.1179699,0.9704649,1.0855868,0.7850176,-0.16154201,-0.50047034,-1.1326584,0.32114464,0.5884186,-0.5245717,-0.9666749,-0.023183884,-1.536561,1.0667833,-0.25795892,0.81158614,0.4327496,-0.06824091,0.30289307,-0.13937591,0.63887656,-0.5081228,0.9447998,-0.61446077,-0.8632297,0.80748594,-0.5374567,-0.9725324,-0.7676016,-0.6932364,-1.162826,0.35176933,-0.6089533,0.3608882,-0.16739315,-0.43451414,-0.95340693,-0.9355914,-0.35887337,-0.34468725,-0.8451206,1.0913993,0.03611157,-0.18466744,-0.6837804,0.82809174,0.48366487,-0.28312615,-0.9232985,0.039016265,-0.31942078
MKN7,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
RCC4,0.3370279,0.11436234,0.19254865,-0.14717962,0.3258254,-0.2629724,-0.34422868,-0.07927474,-0.41032043,-0.15482841,0.035505038,-0.1647874,0.10063722,-0.34061095,-0.011905422,-0.21114396,-0.2724525,-0.41408506,0.14527181,-0.18620788,0.60458684,-0.008899878,0.068532184,0.26056752,-0.18504046,-0.31375605,0.19385017,-0.008807721,0.3168111,-0.26434666,-0.07432799,0.018077366,-0.13628338,0.17684056,-0.16900188,0.28378692,0.06966519,0.09781459,-0.14082727,0.14754136,0.09143222,0.2933378,-0.14586827,0.19101746,0.08923273,0.27353463,0.4866036,0.018843949,-0.45257553,-0.017198423,-0.14483371,-0.16122638,-0.25333747,0.16418205,0.08649223,0.1672381,0.23200715,0.0033497731,-0.055740748,0.045102317,0.06594256,-0.016040992,0.5229451,0.011554619,0.0033699519,0.28791398,0.111812375,-0.047953684,0.03597962,-0.10620866,0.15277772,-0.5249205,0.16078629,0.058969066,0.17249434,-0.23833434,0.112388425,0.14949591,-0.012394301,0.4534426,0.16089611,0.44908452,0.29065424,0.022740848,-0.14486732
CAL-33,0.05822252,-0.019081734,-0.36618707,-0.10572994,-0.24443342,0.1686879,-0.46114495,0.70114195,0.5510072,0.35919923,0.62462735,-0.7440951,-0.37361524,0.09071329,0.3846816,0.913009,0.025193065,-0.16172102,0.4402329,0.07546757,1.1219038,0.65686643,0.42891812,-0.49657643,-0.3962746,0.024796741,0.9987315,-0.89737564,1.109561,-0.76970845,0.62340724,0.5984906,0.867852,-0.4839022,0.20350157,0.68014926,0.39596438,0.5068995,-0.21689135,0.09079244,-1.1698431,0.9647179,0.8518051,-0.76396763,-0.95049834,-0.09055145,-0.84466237,0.41440734,-0.60932654,0.64085615,-0.11641355,0.1242651,0.30226693,0.74459785,0.8861343,-0.37054202,0.8965761,-0.54739636,-1.1183188,-0.18993293,-0.3679996,-0.86343837,-0.27544165,-0.69543713,-0.9412441,0.40213534,-0.30838493,-0.272632,-0.42290056,0.068306796,-0.57830274,-1.0550647,-0.110589735,0.39098567,-0.099294126,-0.0259807,-0.45565715,-0.08498176,-0.5556543,0.97087085,0.4303893,-0.08415097,0.0951573,-0.10977544,-0.56540614
IST-Mes1,0.33574325,0.1413334,0.30516,0.25822586,-0.0029173526,-0.33921203,-0.22627057,-0.3116588,-0.48826176,-0.33670065,-0.00053417194,-0.19011301,0.09095596,-0.4398193,-0.14170572,-0.066376835,-0.5250851,-0.21934101,0.14651619,-0.02391374,0.78560734,-0.11129103,-0.12090485,0.25837034,0.32835305,-0.69019234,-0.22555427,-0.3094965,0.15509523,-0.049325336,0.19816494,0.12980871,-0.26010686,-0.1176351,-0.2791752,0.6314894,-0.24033953,0.050438363,-0.2604016,-0.15653348,-0.07034806,0.67529726,-0.21165815,0.6057397,0.02344005,-0.40912887,0.3146627,-0.2906309,-0.317492,0.28909364,-0.56984526,-0.46378145,-0.13202213,-0.070948444,-0.18968435,0.07624384,0.24813306,-0.3718181,-0.37610176,0.11469859,0.067688294,-0.0313627,0.8762279,-0.2625409,0.10031492,0.41413513,0.60385644,-0.2410019,0.21270537,0.07589262,0.46040148,-0.4007638,-0.014202628,-0.31271282,0.27071586,0.022938183,0.16091739,0.5403119,0.51907176,0.3094832,-0.06527341,0.057802435,0.572489,0.2056025,0.20491152
KE-37,0.33574325,0.1413334,0.30516,0.25822586,-0.0029173526,-0.33921203,-0.22627057,-0.3116588,-0.48826176,-0.33670065,-0.00053417194,-0.19011301,0.09095596,-0.4398193,-0.14170572,-0.066376835,-0.5250851,-0.21934101,0.14651619,-0.02391374,0.78560734,-0.11129103,-0.12090485,0.25837034,0.32835305,-0.69019234,-0.22555427,-0.3094965,0.15509523,-0.049325336,0.19816494,0.12980871,-0.26010686,-0.1176351,-0.2791752,0.6314894,-0.24033953,0.050438363,-0.2604016,-0.15653348,-0.07034806,0.67529726,-0.21165815,0.6057397,0.02344005,-0.40912887,0.3146627,-0.2906309,-0.317492,0.28909364,-0.56984526,-0.46378145,-0.13202213,-0.070948444,-0.18968435,0.07624384,0.24813306,-0.3718181,-0.37610176,0.11469859,0.067688294,-0.0313627,0.8762279,-0.2625409,0.10031492,0.41413513,0.60385644,-0.2410019,0.21270537,0.07589262,0.46040148,-0.4007638,-0.014202628,-0.31271282,0.27071586,0.022938183,0.16091739,0.5403119,0.51907176,0.3094832,-0.06527341,0.057802435,0.572489,0.2056025,0.20491152
SNU-601,0.66786116,-0.07273462,-0.68215,-0.25318775,-0.8342619,-0.24726385,-1.0498289,-0.05816891,0.28699845,0.32519954,-0.65723234,0.3493352,0.5716458,-0.053170983,0.9041427,0.18910946,-0.41937467,-0.8437001,-0.019559843,-0.007427231,0.29202116,-0.05858551,0.0021163877,-0.14871067,0.4674731,-0.09587459,-0.37806323,-0.049401604,0.36868936,-0.034586426,-0.7481668,-0.3864273,0.48435953,0.54690695,0.42903852,0.19181116,1.2127372,0.48504654,-0.28675735,-0.7130682,-0.36138615,0.41151196,0.31310782,-0.34274533,-0.5477512,0.44761303,-0.58939886,0.48302868,0.49695018,0.48801184,0.089019194,0.17711,-0.4126542,-0.66131616,0.10978159,-0.24266756,0.18929967,0.20778413,-0.19563648,1.0097228,-0.26673016,0.23739709,0.13862616,-0.24157062,-0.44707802,0.26271158,-0.8128411,0.7014875,0.55974656,-0.584724,-0.7418774,-0.34633318,-0.50213623,-0.003660672,-0.86513615,0.81119823,0.5283824,-0.23499107,0.14597131,0.42461833,-0.33961323,-0.030935396,-0.78451633,-0.185789,-0.03535335
MOG-G-UVW,0.34002793,0.13028184,-0.13761601,0.2818816,-0.35942787,0.08052421,-0.60738057,0.3630134,0.24313742,0.0042205933,0.42799494,-0.30247334,-0.19978057,-0.38302523,0.34191912,0.9026053,-0.18433401,-0.24776438,0.28675318,-0.12982719,1.1130213,0.49372336,0.0885078,-0.49264535,-0.030545853,-0.42091706,0.43217692,-0.74302214,0.8331551,-0.55530643,0.48715872,0.39496207,0.42272833,-0.3670258,0.061359264,0.83204526,0.22341132,0.46327314,-0.28739747,-0.13755387,-0.74505806,0.858086,0.65443575,-0.39728045,-0.70744085,-0.19279785,-0.7728243,0.28933305,-0.38181618,0.55606955,-0.31745943,-0.06279057,0.06613635,0.36227876,0.439526,-0.09208422,0.8273769,-0.65293473,-0.90721565,0.21545486,-0.34516558,-0.58290637,-0.11046726,-0.8021346,-0.7269569,0.48865664,0.030580191,-0.19963947,-0.15850368,0.035778455,-0.24891879,-0.881163,-0.1017503,-0.022750303,0.19362462,0.3150942,-0.1566721,0.20913492,-0.19497177,0.7800665,0.33636492,-0.07979793,0.26705116,-0.0842266,-0.18677989
OVCAR-4,-0.36515886,0.21130826,0.10597308,-0.1963061,0.060999207,-0.2539491,-0.1603284,0.60053027,0.21236049,0.3930281,0.38914567,-0.9565393,-0.2232438,0.32451206,0.11582987,0.40542826,-0.108805574,0.20553763,0.4148156,0.54967874,0.88225853,0.509461,0.62746924,-0.3593234,-0.33071023,0.37883008,0.9041848,-0.7400355,0.79826605,-0.633757,0.83311874,0.38797382,0.4848223,-0.47671402,-0.2793427,0.32010046,0.049406637,0.49039593,-0.36894056,0.46422395,-0.968945,1.0888157,0.69064313,-0.44590417,-0.7162328,0.16750108,-0.33915663,0.14776601,-0.649127,0.46154648,-0.30529442,0.10887862,0.3499546,0.93106043,0.73033917,-0.28637326,0.4863218,-0.26121622,-0.74255985,-0.63563824,-0.092309944,-0.387438,0.30752307,-0.28143466,-0.6213083,0.5350149,-0.19791265,-0.51519066,-0.61812717,0.47246814,-0.3021583,-0.95049554,0.17764166,0.67261153,0.19352557,-0.34307063,-0.76238364,-0.10766601,-0.2220639,0.65258443,0.062364295,0.17591809,0.2965466,-0.46392313,-0.74919474
OVSAHO,0.33563766,0.12007027,0.18819796,-0.13264732,0.33821574,-0.2515095,-0.35434517,-0.08776401,-0.41781223,-0.14212504,0.03722066,-0.20152447,0.099914424,-0.34105462,-0.024066573,-0.20130597,-0.25888228,-0.39036167,0.1492089,-0.18628825,0.5776404,-0.017923886,0.0631139,0.28751874,-0.20368245,-0.32017988,0.17448227,-0.01103461,0.3092731,-0.26179475,-0.06712843,-0.0016732183,-0.16728562,0.19370207,-0.1609811,0.2860649,0.07025598,0.09081203,-0.1432622,0.13893615,0.09519878,0.3007591,-0.14766304,0.19946629,0.07856752,0.2519224,0.4724775,0.0076354514,-0.4392404,0.0063058543,-0.1305811,-0.16178711,-0.23894492,0.16271006,0.08487902,0.17538518,0.23606113,0.014899343,-0.04568686,0.03351256,0.06822782,-0.03059049,0.49896815,0.011113098,0.031879816,0.29314205,0.10745471,-0.062349387,0.034325182,-0.08601297,0.15759541,-0.49579242,0.1589141,0.0651916,0.18109018,-0.23906828,0.0990574,0.14927302,-0.011364928,0.4327373,0.167478,0.43188155,0.29856357,0.0052502532,-0.15316212
HuT 102,0.334353,0.14704135,0.3008093,0.27275816,0.009472996,-0.3277491,-0.23638706,-0.32014808,-0.49575356,-0.32399726,0.0011814509,-0.22685008,0.09023316,-0.44026297,-0.1538669,-0.056538865,-0.51151484,-0.19561765,0.15045328,-0.023994101,0.7586609,-0.12031503,-0.12632315,0.28532156,0.3097111,-0.6966161,-0.24492215,-0.31172338,0.14755723,-0.046773408,0.20536447,0.110058144,-0.2911091,-0.1007736,-0.27115443,0.6337674,-0.23974876,0.043435786,-0.26283652,-0.16513868,-0.06658151,0.6827186,-0.2134529,0.61418855,0.012774864,-0.4307411,0.3005366,-0.30183944,-0.3041568,0.31259793,-0.5555926,-0.46434215,-0.117629565,-0.07242044,-0.19129758,0.08439089,0.25218704,-0.36026853,-0.36604786,0.10310885,0.06997355,-0.045912206,0.85225093,-0.26298246,0.12882479,0.4193632,0.5994988,-0.25539762,0.21105093,0.096088305,0.46521917,-0.3716357,-0.01607481,-0.3064903,0.2793117,0.022204226,0.14758635,0.540089,0.52010113,0.2887779,-0.058691524,0.040599465,0.5803983,0.1881119,0.19661672
SNU-1197,-0.028391395,0.5618513,-0.136595,-0.54177684,-0.110721834,-0.3060919,-0.36299115,-0.25019208,-0.55207217,0.107315615,-0.5996624,-0.019528173,0.3152075,-0.0760167,0.31439453,-0.046723507,-0.020273115,-0.42439002,0.066792004,0.19348426,0.34552076,-0.5577069,-0.2488314,0.15078497,0.1669228,0.34921134,0.1631095,-0.22854412,-0.018176695,0.044231944,-0.391982,0.01519443,0.23068349,0.1400029,-0.44616228,-0.22494374,0.5774283,-0.09213057,-0.23547287,-0.23469819,0.19908558,0.5356574,0.039064616,-0.287905,-0.3347493,0.48325607,0.29110965,-0.1011165,0.1473799,0.08953715,-0.23524344,0.57309175,-0.45414233,-0.3104145,-0.17902206,-0.15558447,-0.10520707,0.3860856,0.020777475,0.25626343,0.05601545,0.42558557,0.56541365,0.020947052,0.0036074615,0.19806875,-0.3821372,0.47890285,0.5040263,-0.38790435,-0.2739028,-0.27840474,-0.24786602,0.29857185,-0.25772247,0.06763488,0.422732,-0.018233187,0.28998405,0.2896128,-0.42014098,0.24028818,-0.09170137,-0.112351455,-0.06596251
NCI-H2286,0.3992445,0.04809395,-0.22605278,-0.02091269,-0.10281327,0.13028042,-0.62091434,0.38921148,0.22920853,0.051309068,0.43472058,-0.3301001,-0.16824742,-0.2616624,0.32855695,0.54909945,-0.13580441,-0.42141414,0.38185617,-0.15966697,0.9928868,0.45876598,0.25875497,-0.17807455,-0.21616751,-0.37610734,0.54056436,-0.54410434,1.0567144,-0.6609727,0.33011967,0.40620708,0.48165402,-0.18945996,0.11372555,0.6708344,0.277962,0.42212102,-0.18059425,-0.11414893,-0.6077034,0.61067307,0.4233063,-0.50567484,-0.6465655,0.0019731421,-0.60204005,0.44793144,-0.64857996,0.3595871,0.03403087,-0.019361023,0.05056082,0.36047783,0.6108077,-0.18434809,0.7585267,-0.40801755,-0.70904106,0.17483157,-0.26850682,-0.6944533,-0.22187237,-0.6934249,-0.5895018,0.38056988,-0.17465225,-0.080105186,-0.13477945,-0.27322656,-0.381372,-0.9303769,-0.020331174,0.051126227,-0.10396168,0.12460423,-0.13028018,-0.0049897744,-0.5759354,0.7587632,0.48345143,0.21229255,0.03432572,0.049952634,-0.32240736
JVM-2,0.33574325,0.1413334,0.30516,0.25822586,-0.0029173526,-0.33921203,-0.22627057,-0.3116588,-0.48826176,-0.33670065,-0.00053417194,-0.19011301,0.09095596,-0.4398193,-0.14170572,-0.066376835,-0.5250851,-0.21934101,0.14651619,-0.02391374,0.78560734,-0.11129103,-0.12090485,0.25837034,0.32835305,-0.69019234,-0.22555427,-0.3094965,0.15509523,-0.049325336,0.19816494,0.12980871,-0.26010686,-0.1176351,-0.2791752,0.6314894,-0.24033953,0.050438363,-0.2604016,-0.15653348,-0.07034806,0.67529726,-0.21165815,0.6057397,0.02344005,-0.40912887,0.3146627,-0.2906309,-0.317492,0.28909364,-0.56984526,-0.46378145,-0.13202213,-0.070948444,-0.18968435,0.07624384,0.24813306,-0.3718181,-0.37610176,0.11469859,0.067688294,-0.0313627,0.8762279,-0.2625409,0.10031492,0.41413513,0.60385644,-0.2410019,0.21270537,0.07589262,0.46040148,-0.4007638,-0.014202628,-0.31271282,0.27071586,0.022938183,0.16091739,0.5403119,0.51907176,0.3094832,-0.06527341,0.057802435,0.572489,0.2056025,0.20491152
ChaGo-K-1,0.30325395,0.14063688,0.16441058,-0.12499557,0.34714746,-0.24692087,-0.36065912,-0.100875944,-0.44759193,-0.15563047,0.04882003,-0.14764592,0.1201139,-0.32108217,0.04202142,-0.21635774,-0.24434577,-0.46128002,0.16224024,-0.14962575,0.58227026,-0.0005370031,0.07180092,0.25453445,-0.20219038,-0.28755477,0.15623342,-0.008358771,0.29257697,-0.27995956,-0.05109221,0.0069259848,-0.13292262,0.13093875,-0.13949184,0.3136801,0.02248285,0.10408342,-0.1117671,0.15212865,0.12430582,0.27705258,-0.15981919,0.1714751,0.06610944,0.3143071,0.50491506,0.069570534,-0.4415134,-0.023711557,-0.13096668,-0.1874126,-0.2894309,0.19124028,0.07424296,0.16391592,0.24136898,-0.02247219,-0.06013701,0.08676862,0.041992787,-0.034585577,0.5457338,-0.026432524,0.008377852,0.24929489,0.064958125,-0.05945319,0.01144316,-0.086717315,0.10940882,-0.48704267,0.13528393,0.075997084,0.1633963,-0.20051149,0.11143441,0.16491848,0.02334473,0.4387547,0.12549993,0.43545258,0.27405638,0.018363921,-0.17549285
